Source;Target;Type;Weight
1188;1069;Direct;1
1188;221;Direct;1
1188;1131;Direct;1
1188;104;Direct;1
1188;116;Direct;1
1188;103;Direct;1
1188;1029;Direct;1
1188;90;Direct;1
1188;587;Direct;1
1189;1118;Direct;1
1189;793;Direct;1
1189;1219;Direct;1
1189;945;Direct;1
1189;1160;Direct;1
1189;1163;Direct;1
1189;265;Direct;1
1189;1205;Direct;1
1189;763;Direct;1
1189;578;Direct;1
1189;571;Direct;1
1189;1258;Direct;1
1189;1254;Direct;1
1189;452;Direct;1
1189;275;Direct;1
1189;1100;Direct;1
1189;633;Direct;1
1189;1192;Direct;1
1189;176;Direct;1
1189;579;Direct;1
1189;1032;Direct;1
1189;1131;Direct;1
1189;62;Direct;1
1189;61;Direct;1
1189;310;Direct;1
1189;321;Direct;1
1189;660;Direct;1
1189;69;Direct;1
1189;1175;Direct;1
1189;1069;Direct;1
1189;753;Direct;1
1189;628;Direct;1
1189;1183;Direct;1
1189;939;Direct;1
1189;1159;Direct;1
1189;446;Direct;1
1189;136;Direct;1
1189;348;Direct;1
1189;754;Direct;1
1189;1222;Direct;1
1189;381;Direct;1
1189;676;Direct;1
1189;1115;Direct;1
1189;297;Direct;1
1189;346;Direct;1
1189;1174;Direct;1
1189;1109;Direct;1
1189;1023;Direct;1
1189;1108;Direct;1
1189;780;Direct;1
1189;316;Direct;1
1189;888;Direct;1
1189;300;Direct;1
1189;619;Direct;1
1189;178;Direct;1
1189;957;Direct;1
1189;96;Direct;1
1189;1158;Direct;1
1189;967;Direct;1
1189;385;Direct;1
1189;854;Direct;1
1189;1203;Direct;1
1189;835;Direct;1
1189;505;Direct;1
1189;600;Direct;1
1189;59;Direct;1
1189;337;Direct;1
1189;786;Direct;1
1189;276;Direct;1
1189;186;Direct;1
1189;221;Direct;1
1192;1189;Direct;1
1192;888;Direct;1
1192;1284;Direct;1
1192;793;Direct;1
1192;358;Direct;1
1192;1118;Direct;1
1192;763;Direct;1
1192;62;Direct;1
1192;1163;Direct;1
1192;939;Direct;1
1192;945;Direct;1
1192;660;Direct;1
1192;1254;Direct;1
1192;786;Direct;1
1192;1160;Direct;1
1192;310;Direct;1
1192;509;Direct;1
1192;607;Direct;1
1192;1219;Direct;1
1192;753;Direct;1
1192;359;Direct;1
1192;265;Direct;1
1192;484;Direct;1
1192;683;Direct;1
1192;657;Direct;1
1192;685;Direct;1
1192;1210;Direct;1
1192;1043;Direct;1
1192;477;Direct;1
1192;938;Direct;1
1192;1260;Direct;1
1192;257;Direct;1
1192;972;Direct;1
1192;1211;Direct;1
1192;1209;Direct;1
1192;221;Direct;1
1192;1176;Direct;1
1192;859;Direct;1
1192;364;Direct;1
1192;654;Direct;1
1192;639;Direct;1
1192;446;Direct;1
1192;591;Direct;1
1192;783;Direct;1
1192;340;Direct;1
1192;309;Direct;1
1192;192;Direct;1
1192;1100;Direct;1
1192;275;Direct;1
1192;91;Direct;1
1192;92;Direct;1
1192;1109;Direct;1
1192;1023;Direct;1
1192;1084;Direct;1
1192;1265;Direct;1
1192;270;Direct;1
1192;1158;Direct;1
1192;48;Direct;1
1192;1183;Direct;1
1192;176;Direct;1
1192;641;Direct;1
1192;1123;Direct;1
1192;621;Direct;1
1192;1147;Direct;1
1192;223;Direct;1
1192;567;Direct;1
1192;473;Direct;1
1192;512;Direct;1
1192;803;Direct;1
1192;383;Direct;1
1192;755;Direct;1
1192;198;Direct;1
1192;984;Direct;1
1192;547;Direct;1
1192;801;Direct;1
1192;319;Direct;1
1192;411;Direct;1
1192;1032;Direct;1
1192;1131;Direct;1
1192;581;Direct;1
1192;228;Direct;1
1192;976;Direct;1
1192;968;Direct;1
1192;378;Direct;1
1192;1028;Direct;1
1192;1191;Direct;1
1192;571;Direct;1
1192;1205;Direct;1
1192;1234;Direct;1
1192;1174;Direct;1
1192;1175;Direct;1
1192;1253;Direct;1
1192;138;Direct;1
1192;1242;Direct;1
1192;63;Direct;1
1192;1152;Direct;1
1192;186;Direct;1
922;1217;Direct;1
922;1118;Direct;1
922;292;Direct;1
922;1221;Direct;1
922;793;Direct;1
922;346;Direct;1
922;1023;Direct;1
922;761;Direct;1
922;600;Direct;1
922;105;Direct;1
922;316;Direct;1
922;1100;Direct;1
922;1131;Direct;1
922;213;Direct;1
922;582;Direct;1
244;793;Direct;1
244;241;Direct;1
244;660;Direct;1
244;1118;Direct;1
244;1219;Direct;1
244;221;Direct;1
244;609;Direct;1
244;446;Direct;1
244;247;Direct;1
244;600;Direct;1
244;945;Direct;1
244;1131;Direct;1
244;911;Direct;1
244;104;Direct;1
244;786;Direct;1
244;375;Direct;1
244;265;Direct;1
244;1149;Direct;1
244;310;Direct;1
244;703;Direct;1
244;1109;Direct;1
244;154;Direct;1
244;484;Direct;1
244;582;Direct;1
244;939;Direct;1
244;571;Direct;1
244;1205;Direct;1
244;1163;Direct;1
244;275;Direct;1
244;1023;Direct;1
244;1029;Direct;1
244;1034;Direct;1
244;461;Direct;1
244;62;Direct;1
244;135;Direct;1
244;372;Direct;1
244;61;Direct;1
244;961;Direct;1
244;1254;Direct;1
244;1278;Direct;1
244;337;Direct;1
244;740;Direct;1
244;502;Direct;1
244;1145;Direct;1
244;126;Direct;1
244;174;Direct;1
244;859;Direct;1
244;155;Direct;1
244;384;Direct;1
244;363;Direct;1
244;693;Direct;1
244;1121;Direct;1
244;1239;Direct;1
244;569;Direct;1
244;557;Direct;1
244;293;Direct;1
244;971;Direct;1
244;404;Direct;1
244;73;Direct;1
244;847;Direct;1
244;797;Direct;1
244;476;Direct;1
244;1158;Direct;1
244;1032;Direct;1
244;1225;Direct;1
244;513;Direct;1
244;23;Direct;1
244;329;Direct;1
244;1105;Direct;1
244;1160;Direct;1
244;403;Direct;1
244;105;Direct;1
244;1138;Direct;1
244;1153;Direct;1
244;59;Direct;1
244;435;Direct;1
244;116;Direct;1
244;192;Direct;1
244;441;Direct;1
244;978;Direct;1
244;683;Direct;1
244;1206;Direct;1
244;505;Direct;1
244;882;Direct;1
1244;793;Direct;1
1244;1023;Direct;1
1244;221;Direct;1
1244;1109;Direct;1
1244;1254;Direct;1
1244;1118;Direct;1
1244;1245;Direct;1
1244;911;Direct;1
1251;1038;Direct;1
1251;1219;Direct;1
1251;1254;Direct;1
1251;221;Direct;1
1251;945;Direct;1
1251;135;Direct;1
1251;793;Direct;1
1251;178;Direct;1
1251;582;Direct;1
1251;1023;Direct;1
1251;213;Direct;1
1251;853;Direct;1
1251;1118;Direct;1
1252;793;Direct;1
1252;1219;Direct;1
1252;1118;Direct;1
1252;1054;Direct;1
1252;1163;Direct;1
1252;582;Direct;1
1252;121;Direct;1
1252;375;Direct;1
1252;660;Direct;1
1252;945;Direct;1
1252;1160;Direct;1
1252;1226;Direct;1
1252;1221;Direct;1
1252;475;Direct;1
1252;1227;Direct;1
1252;1205;Direct;1
1252;847;Direct;1
1252;1254;Direct;1
1252;1229;Direct;1
1252;265;Direct;1
1252;862;Direct;1
1252;1090;Direct;1
1252;183;Direct;1
1252;1023;Direct;1
1252;1183;Direct;1
1252;415;Direct;1
1252;724;Direct;1
1252;1100;Direct;1
1252;1109;Direct;1
1252;843;Direct;1
1252;899;Direct;1
1252;1131;Direct;1
1257;1218;Direct;1
1257;1023;Direct;1
1257;293;Direct;1
1257;1254;Direct;1
1257;651;Direct;1
1257;1118;Direct;1
1257;793;Direct;1
1257;1227;Direct;1
1257;446;Direct;1
1257;217;Direct;1
1267;293;Direct;1
1267;1118;Direct;1
1267;582;Direct;1
1267;1183;Direct;1
1267;1269;Direct;1
1267;990;Direct;1
1267;847;Direct;1
1267;944;Direct;1
1267;1214;Direct;1
1267;793;Direct;1
1267;1023;Direct;1
1267;210;Direct;1
1267;1254;Direct;1
1267;104;Direct;1
1267;1175;Direct;1
1267;1205;Direct;1
1267;1163;Direct;1
1267;213;Direct;1
1267;945;Direct;1
1279;1038;Direct;1
1279;1118;Direct;1
1279;793;Direct;1
1279;484;Direct;1
1279;1219;Direct;1
1279;826;Direct;1
1279;890;Direct;1
1279;1163;Direct;1
1279;159;Direct;1
1279;1160;Direct;1
1279;1023;Direct;1
1281;1219;Direct;1
1281;571;Direct;1
1281;234;Direct;1
1281;553;Direct;1
1281;1118;Direct;1
1281;337;Direct;1
1281;1160;Direct;1
1281;786;Direct;1
1281;514;Direct;1
1281;911;Direct;1
1281;793;Direct;1
1281;317;Direct;1
1281;452;Direct;1
1281;171;Direct;1
1281;446;Direct;1
1281;1258;Direct;1
1281;1072;Direct;1
51;1219;Direct;1
51;310;Direct;1
51;1118;Direct;1
51;582;Direct;1
51;316;Direct;1
51;1109;Direct;1
51;1254;Direct;1
51;1023;Direct;1
51;337;Direct;1
51;1226;Direct;1
51;793;Direct;1
51;1287;Direct;1
1296;793;Direct;1
1296;1118;Direct;1
1296;221;Direct;1
1296;911;Direct;1
1296;1032;Direct;1
1296;1226;Direct;1
1296;1298;Direct;1
1296;600;Direct;1
1296;452;Direct;1
1296;1131;Direct;1
1296;1023;Direct;1
1296;375;Direct;1
1296;939;Direct;1
1296;1100;Direct;1
1296;504;Direct;1
